,titulo,enlace,ubicacion,zona,precio_publicado,precio_pesos,terreno_m2,construidos_m2,cuartos,banos,estacionamiento,contacto
736,Renta Precioso Departamento Frente Al Mar,https://www.inmuebles24.com/propiedades/renta-precioso-departamento-frente-al-mar-56379898.html,"Precioso Departamento Frente AL MAR,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 850,000",15759000.0,210,210,3,,2,56379898
737,Lujoso Departamento en Puerto Cancun Renta Venta,https://www.inmuebles24.com/propiedades/lujoso-departamento-en-puerto-cancun-renta-venta-57253582.html,"PUERTO CANCÚN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,000,000",5000000.0,160,160,2,,1,57253582
738,Departamento Marina Condos - Excelente Oportunidad,https://www.inmuebles24.com/propiedades/departamento-marina-condos-excelente-oportunidad-56476925.html,"MARINA CONDOS ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,000,000",6000000.0,97,97,2,,2,56476925
739,Be Towers Departamento Preventa,https://www.inmuebles24.com/propiedades/be-towers-departamento-preventa-54562346.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 4,510,610",4510610.0,114,114,1,,1,54562346
740,Lujoso Departamento Frente Al Mar Zona Hotelera Residencial Maralago,https://www.inmuebles24.com/propiedades/lujoso-departamento-frente-al-mar-zona-hotelera-54946352.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 695,000",12885300.0,190,190,2,,2,54946352
741,Departamento de Lujo a La Venta en Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-a-la-venta-en-cancun-50711082.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 228,800",4241952.0,128,103,1,,1,50711082
742,"Impresionante y Exclusivo Departamento en Emerald, Cancún",https://www.inmuebles24.com/propiedades/impresionante-y-exclusivo-departamento-en-emerald-56456859.html,"Impresionante y Exclusivo Departamento en Emerald, Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,400,000",44496000.0,371,371,4,,,56456859
743,Departamento Bay View Gran Frente Al Mar Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-bay-view-gran-frente-al-mar-zona-hotelera-56041522.html,"Departamento  BAY View Gran Frente AL MAR  Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,700,000",50058000.0,495,,4,,,56041522
744,Departamentos en Venta en La Entrada de La Zona Hotelera,https://www.inmuebles24.com/propiedades/departamentos-en-venta-en-la-entrada-de-la-zona-54326328.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 4,300,000",4300000.0,170,170,2,,2,54326328
745,Departamento en Venta en Zona Hotelera Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-cancun-53631607.html,"Zona Hotelera, cancun Quintana Roo,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 595,025",11031763.5,153,153,1,,2,53631607
746,Penthouse con Vistas Increibles / Penthouse With Incredible Views,https://www.inmuebles24.com/propiedades/penthouse-con-vistas-increibles-penthouse-with-52543806.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,700,000",50058000.0,541,541,4,,2,52543806
747,Penthouse con Vistas Increibles / Penthouse With Incredible Views,https://www.inmuebles24.com/propiedades/penthouse-con-vistas-increibles-penthouse-with-56169517.html,"Penthouse con Vistas Increibles / Penthouse With Incredible Views,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,700,000",50058000.0,541,541,4,,,56169517
748,Hermoso Departamento Frente Al Mar en Venta Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/hermoso-departamento-frente-al-mar-en-venta-zona-55796412.html,"BAY VIEW GRAND ZONA HOTELERA,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,200,000",22248000.0,239,239,3,,2,55796412
749,Departamento de Lujo en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-puerto-cancun-53389273.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,569,000",6569000.0,116,116,1,,,53389273
750,Portofino Departamento Espectacular Z Hotelera Cancùn,https://www.inmuebles24.com/propiedades/portofino-departamento-espectacular-z-hotelera-cancun-56021284.html,"Portofino Departamento Espectacular Z Hotelera Cancùn,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 600,000",11124000.0,177,177,2,,1,56021284
751,Suite en Brisas Zona Hotelera,https://www.inmuebles24.com/propiedades/suite-en-brisas-zona-hotelera-56000109.html,"Suite EN Brisas Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 170,000",3151800.0,50,50,1,,,56000109
752,Departamento en Puerto Cancún en Marina Condos,https://www.inmuebles24.com/propiedades/departamento-en-puerto-cancun-en-marina-condos-55870640.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,500,000",7500000.0,125,125,2,,2,55870640
753,Departamento 3 Recamaras de Lujo en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-3-recamaras-de-lujo-en-puerto-cancun-52511361.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 20,967,000",20967000.0,298,298,0,,1,52511361
754,Penthouse en Venta en Cancún,https://www.inmuebles24.com/propiedades/penthouse-en-venta-en-cancun-56490302.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 26,929,500",26929500.0,359,359,3,,3,56490302
755,"Departamento Venta Antaal Puerto Cancún ""C"" $16,961,687 Antaal E1",https://www.inmuebles24.com/propiedades/departamento-venta-antaal-puerto-cancun-c-53582472.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 16,961,687",16961687.0,316,316,3,,,53582472
756,Excelente Condominio de 3 Recamaras Dentro de Puerto Cancun,https://www.inmuebles24.com/propiedades/excelente-condominio-de-3-recamaras-dentro-de-puerto-53004845.html,"Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,600,000",10600000.0,200,200,3,,1,53004845
757,Departamento Zona Table en Venta - Cancún,https://www.inmuebles24.com/propiedades/departamento-zona-table-en-venta-cancun-55853091.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 625,000",11587500.0,260,260,3,,2,55853091
758,Departamento en Venta en Isla Dorada Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-dorada-cancun-57036477.html,"Departamento en Venta en Isla Dorada Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 245,000",4542300.0,150,150,2,,2,57036477
759,Departamento en Renta Amueblado Ocean Front en Punta Cancùn Zh,https://www.inmuebles24.com/propiedades/departamento-en-renta-amueblado-ocean-front-en-punta-56166542.html,"Departamento en Venta Amueblado Ocean Front en Punta Cancùn ZH,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 999,914",18538405.56,195,225,3,,2,56166542
760,Departamento en Venta en Las Olas Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-las-olas-cancun-56404328.html,"Departamento en Venta en Residencial las Olas Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,400,000",44496000.0,320,320,3,,,56404328
761,Departamento en Venta Torre D Residencial La Playa Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-torre-d-residencial-la-playa-56761681.html,"Residencial La Playa SM 84 Mz 11 Lt 1,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,000,000",11000000.0,210,210,3,,2,56761681
762,Preventa en Puerto Cancún D,https://www.inmuebles24.com/propiedades/preventa-en-puerto-cancun-d-53329755.html,"Novo Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 550,000",10197000.0,154,154,2,,2,53329755
763,Departamento en Isla Bonita.,https://www.inmuebles24.com/propiedades/departamento-en-isla-bonita.-56902279.html,"Departamento en Venta  en Isla Bonita, Pok Ta Pok, Zona Hotelera, Cancùn,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,000,000",6000000.0,147,147,2,,2,56902279
764,"Elegancia, Modernidad y Exclusividad",https://www.inmuebles24.com/propiedades/elegancia-modernidad-y-exclusividad-52460146.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 664,740",12324279.6,120,120,1,,2,52460146
765,PH. en Venta Bay View Grand Vista Panorámica Zona Hotelera Cancún,https://www.inmuebles24.com/propiedades/ph.-en-venta-bay-view-grand-vista-panoramica-zona-56371158.html,"PH. en Venta Bay View Grand Vista Panorámica Zona Hotelera Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,700,000",50058000.0,500,500,4,,2,56371158
766,Departamento Residencial Kaanali en Venta Puerto Cancún.,https://www.inmuebles24.com/propiedades/departamento-residencial-kaanali-en-venta-puerto-56809031.html,"Departamento Residencial Kaanali en Venta Puerto Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 12,809,876",12809876.0,,,3,,2,56809031
767,Departamento en Venta. Residencial Isla Bonita C2616,https://www.inmuebles24.com/propiedades/departamento-en-venta.-residencial-isla-bonita-c2616-57155988.html,"Departamento en Venta. Residencial Isla Bonita  Zona Hotelera - Poktapok,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,,,2,,2,57155988
768,Portofino Zona Hotelera Amueblado y Equipado,https://www.inmuebles24.com/propiedades/portofino-zona-hotelera-amueblado-y-equipado-57238943.html,"bvd kukulcan km 9.5,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 585,000",10845900.0,177,177,0,,1,57238943
769,Venta Departamento en Cancún,https://www.inmuebles24.com/propiedades/venta-departamento-en-cancun-55248450.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,500,000",11500000.0,300,300,3,,2,55248450
770,Departamento en Venta en Cancún con Vista Al Mar,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-con-vista-al-mar-56165411.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 550,000",10197000.0,155,155,2,,,56165411
771,Departamento Torre Laguna en Pre Venta Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-torre-laguna-en-pre-venta-isla-dorada-56809094.html,"Departamento Torre Laguna en Pre Venta Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 193,193",3581798.2199999997,,,1,,,56809094
772,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-56991685.html,"Departamento EN Venta EN Cancun EN Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,255,255,3,,2,56991685
773,"Departamento en Pre - Venta Puerto Cancun, Cancun Quintana Roo",https://www.inmuebles24.com/propiedades/departamento-en-pre-venta-puerto-cancun-cancun-57303196.html,"Bonampak,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,396,428",13396428.0,220,220,3,,2,57303196
774,Remate: Departamento de Lujo con Muelle / Luxurious Apartment With a Boat Dock,https://www.inmuebles24.com/propiedades/remate:-departamento-de-lujo-con-muelle-luxurious-55919271.html,"Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 850,000",15759000.0,500,304,3,,3,55919271
775,Departamento en Pre Venta Brezza Towers Cancun Quintana Roo,https://www.inmuebles24.com/propiedades/departamento-en-pre-venta-brezza-towers-cancun-56299097.html,"Departamento EN PRE Venta Brezza Towers Cancun Quintana ROO,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 4,350,000",4350000.0,110,110,2,,,56299097
776,Condominio Isla Dorada.,https://www.inmuebles24.com/propiedades/condominio-isla-dorada.-56902373.html,"Condominio Isla Dorada.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 550,000",10197000.0,257,257,3,,2,56902373
777,"Lujoso Departamento en Shark Tower Puerto Cancun $778,000 Usd",https://www.inmuebles24.com/propiedades/lujoso-departamento-en-shark-tower-puerto-cancun-57257003.html,"SHARK TOWER Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 778,000",14424120.0,111,111,3,,2,57257003
778,Departamentos de Lujo en Puerto Cancún,https://www.inmuebles24.com/propiedades/departamentos-de-lujo-en-puerto-cancun-56263313.html,"Departamentos de Lujo en Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 15,975,000",15975000.0,337,337,4,,,56263313
779,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-55732767.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,000,000",18540000.0,405,405,3,,,55732767
780,Departamento en Venta en Cancún/zona Hotelera/portofino,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-57185801.html,"Departamento en Venta en Cancun Zona Hotelera/portofino,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 800,000",14832000.0,226,226,3,,2,57185801
781,Departamentos de Lujo con Vista Al Mar Caribe y Campo de Golf en Cancun,https://www.inmuebles24.com/propiedades/departamentos-de-lujo-con-vista-al-mar-caribe-y-campo-56165114.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,401,834",13401834.0,206,206,3,,2,56165114
782,Venta de Departamento de 4 Habitaciones en Cauncún Puerto Cancún,https://www.inmuebles24.com/propiedades/venta-de-departamento-de-4-habitaciones-en-cauncun-56809057.html,"Venta de Departamento de 4 Habitaciones en Cauncún  Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 20,003,643",20003643.0,,,4,,3,56809057
783,"Venta de Departamento Torre Laguna, Cancún, Zona Hotelera.",https://www.inmuebles24.com/propiedades/venta-de-departamento-torre-laguna-cancun-zona-56809107.html,"Venta de Departamento Torre Laguna, Cancún, Zona Hotelera.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 175,969",3262465.26,68,,1,,1,56809107
784,Departamento en Venta en Maioris,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-maioris-56183031.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 500,000",9270000.0,232,,3,,2,56183031
785,Penthouse en Venta en Residencial Palmeras Cancún,https://www.inmuebles24.com/propiedades/penthouse-en-venta-en-residencial-palmeras-cancun-56809027.html,"Penthouse en Venta en Residencial Palmeras  Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,000,000",13000000.0,370,,3,,3,56809027
786,Departamento en Venta en Torre Laguna,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-torre-laguna-56327987.html,"Departamento en Venta en Torre Laguna,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 194,101",3598632.54,73,73,1,,1,56327987
787,"Lujosos Condominios Frente Al Mar, un Estilo de Vida Unico.",https://www.inmuebles24.com/propiedades/lujosos-condominios-frente-al-mar-un-estilo-de-vida-56687188.html,"av bonampak,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 17,255,649",17255649.0,319,319,3,,2,56687188
788,PH de Lujo Bay View Grand,https://www.inmuebles24.com/propiedades/ph-de-lujo-bay-view-grand-52799078.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,200,000",40788000.0,495,495,4,,2,52799078
789,Departamento Preventa Be Towers,https://www.inmuebles24.com/propiedades/departamento-preventa-be-towers-54561768.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,570,134",7570134.0,204,204,2,,2,54561768
790,"Departamento de Lujo en Venta en La Zona Hotelera, Torre Laguna Isla Paraíso",https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-venta-en-la-zona-hotelera-56763096.html,"Departamento de Lujo en Venta en la Zona Hotelera,torre Laguna Isla Paraíso,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 191,375",3548092.5,,,1,,1,56763096
791,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-55053092.html,"Bulevard Kukulkan  #02,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 680,000",12607200.0,257,257,3,,2,55053092
792,"Excelente Oportunidad de Inversion, Condo a La Venta en Cancun",https://www.inmuebles24.com/propiedades/excelente-oportunidad-de-inversion-condo-a-la-venta-52968267.html,"Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,820,000",5820000.0,322,322,2,,,52968267
793,Penthouse con Vista Al Mar en Venta en Cancún,https://www.inmuebles24.com/propiedades/penthouse-con-vista-al-mar-en-venta-en-cancun-55337799.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 42,250,000",42250000.0,513,513,4,,3,55337799
794,Malecon Americas Departamento 2 Recs,https://www.inmuebles24.com/propiedades/malecon-americas-departamento-2-recs-57113098.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,490,000",3490000.0,98,98,2,,2,57113098
795,Departamento de Lujo en Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-isla-dorada-55874085.html,"Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,000,000",14000000.0,300,300,3,,2,55874085
796,Renta Vacacional Cancún Zona Hotelería Para 6 Personas Máximo P2184,https://www.inmuebles24.com/propiedades/renta-vacacional-cancun-zona-hoteleria-para-6-personas-56452086.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 270,000",5005800.0,1000,91,1,,,56452086
797,"Preventa Deptos, en Puerto Cancún Desde 111 m² Hasta 225 m². Desde $300,000 Usd",https://www.inmuebles24.com/propiedades/preventa-deptos-en-puerto-cancun-desde-111-m-sup2-57330684.html,"woha puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 300,000",5562000.0,111,111,2,,2,57330684
798,Departamento en Venta Allure Puerto Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-allure-puerto-cancun-56809061.html,"Departamento en Venta Allure Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 19,882,834",19882834.0,,,4,,2,56809061
799,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57194324.html,"Lahia Condo,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,400,000",25956000.0,,,3,,2,57194324
800,Departamento en Venta o Renta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-o-renta-en-zona-hotelera-53901224.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,500,000",6500000.0,180,180,2,,2,53901224
801,"Departamento en Venta en Cancún, Marea en Puerto Cancún",https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-marea-en-puerto-56809037.html,"Departamento en Venta Desarrollo Marea en Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,276,341",6276341.0,,,1,,2,56809037
